samples,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,samples,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
,,,,,,,,,,,TCGA-4B-A93V-01,10.5355,7.7474,9.9636,11.9858,10.2833,9.0907,5.497,5.3819
,,,,,,,,,,,TCGA-67-6215-01,9.6584,7.4032,9.8113,11.6047,8.5432,9.3889,6.155,8.6164
,,,,,,,,,,,TCGA-73-4666-01,11.0602,8.4388,10.0241,11.9985,7.9465,10.0601,8.9341,9.7917
,,,,,,,,,,,TCGA-78-7145-01,8.9125,8.527,9.751,11.2367,11.0598,9.6666,6.4952,8.5103
,,,,,,,,,,,TCGA-91-6836-01,10.6492,10.2554,11.517,11.3181,8.9686,10.635,6.5134,9.0668
,,,,,,,,,,,TCGA-97-A4M1-01,8.5133,6.0106,8.8297,11.204,8.6425,8.6802,3.9248,4.8765
,,,,,,,,,,,TCGA-05-4417-01,8.3634,7.2191,9.5466,10.9121,9.6144,9.4324,5.5863,7.0265
,,,,,,,,,,,TCGA-44-5644-01,10.1499,9.253,10.1059,10.9652,10.4515,9.7735,7.2424,8.3362
,,,,,,,,,,,TCGA-49-4510-01,8.0802,5.3105,9.7121,10.6157,10.0949,9.607,3.3558,5.6626
,,,,,,,,,,,TCGA-49-AARE-01,10.264,9.8757,10.2411,12.2962,8.2272,9.7887,6.804,8.8585
,,,,,,,,,,,TCGA-53-7813-01,9.4981,7.8629,10.4163,10.1519,10.7423,9.6526,6.3959,7.4863
,,,,,,,,,,,TCGA-44-6779-01,9.1184,7.3221,9.4933,11.2557,6.9896,9.4097,7.7742,9.438
,,,,,,,,,,,TCGA-55-7910-01,9.4333,8.4899,9.9884,11.4571,8.2682,9.7045,6.9011,8.3658
,,,,,,,,,,,TCGA-99-8028-01,8.8524,7.2603,9.6533,11.3421,9.1289,9.0867,5.8023,6.3091
,,,,,,,,,,,TCGA-NJ-A4YF-01,10.2349,7.8745,10.0708,11.514,10.7316,9.3214,4.1149,9.3578
,,,,,,,,,,,TCGA-44-7667-01,11.7042,10.9613,11.3012,12.3704,10.6888,11.2504,7.6258,9.1224
,,,,,,,,,,,TCGA-50-6593-01,8.8989,7.8189,9.8455,10.9018,8.9398,9.0599,5.4781,7.7002
,,,,,,,,,,,TCGA-55-7816-01,7.5141,6.8804,9.2456,10.9888,8.7528,9.0643,5.7433,6.6481
,,,,,,,,,,,TCGA-71-6725-01,9.7174,7.0478,9.7165,11.2324,9.5728,8.9793,8.0796,7.7405
,,,,,,,,,,,TCGA-L4-A4E5-01,10.5023,9.2549,10.7301,11.0773,8.9221,10.071,7.738,8.6112
,,,,,,,,,,,TCGA-05-4398-01,10.0249,7.9623,10.1496,11.5864,9.8739,9.4156,6.5459,8.6411
,,,,,,,,,,,TCGA-44-7670-01,10.5407,8.9952,11.0077,11.3408,8.1063,10.5944,8.9862,9.5303
,,,,,,,,,,,TCGA-49-6767-01,9.1484,7.3973,10.7952,11.8537,9.0657,9.2471,8.2492,8.5344
,,,,,,,,,,,TCGA-49-4490-01,7.5696,6.8377,9.9356,11.7838,7.3503,9.7751,3.4822,6.0214
,,,,,,,,,,,TCGA-97-A4M6-01,8.3696,7.3925,9.6011,11.4671,8.3069,9.6196,6.6008,6.924
,,,,,,,,,,,TCGA-50-5051-01,8.8186,7.3618,9.6509,11.6025,9.9743,9.331,5.6276,7.726
,,,,,,,,,,,TCGA-69-7973-01,9.383,8.5315,10.321,11.1315,9.9808,9.6169,6.6602,8.4382
,,,,,,,,,,,TCGA-95-7948-01,9.829,7.6295,8.8631,11.7063,10.5089,9.9044,5.3491,6.4633
,,,,,,,,,,,TCGA-49-AARQ-01,12.2396,9.2273,10.6045,12.8383,7.6778,10.1131,7.5942,8.6662
,,,,,,,,,,,TCGA-53-7624-01,10.404,9.5947,10.3802,12.0291,8.4716,10.4532,8.9595,8.9664
,,,,,,,,,,,TCGA-L9-A5IP-01,9.209,7.4595,10.5913,11.8073,8.7353,9.5871,6.8139,8.1241
,,,,,,,,,,,TCGA-49-AARO-01,9.5601,7.5783,9.732,11.5546,8.2573,9.4601,6.5063,7.4294
,,,,,,,,,,,TCGA-44-3917-01,8.44228579,8.026772863,11.04218633,11.30959661,12.1313843,10.81261152,6.961423597,9.185085875
,,,,,,,,,,,TCGA-75-5126-01,9.2419,7.4405,9.626,11.9939,8.3927,9.2507,8.0556,8.0685
,,,,,,,,,,,TCGA-75-5147-01,9.8328,7.4967,9.8279,11.5764,9.5914,9.7764,7.3534,8.7862
,,,,,,,,,,,TCGA-75-6203-01,8.0911,6.6921,8.7392,10.8006,7.8786,8.5956,5.4194,6.3105
,,,,,,,,,,,TCGA-75-6205-01,8.5669,8.2424,9.6778,11.0814,7.6682,9.18,6.4469,7.9932
,,,,,,,,,,,TCGA-75-6211-01,10.0933,9.5411,10.9453,11.0702,10.2841,9.4129,4.6189,8.6389
,,,,,,,,,,,TCGA-75-6212-01,7.8015,6.739,9.3771,10.8828,7.5545,8.8501,5.2559,6.6246
,,,,,,,,,,,TCGA-75-6214-01,10.1447,9.2788,9.5515,11.0324,7.7979,10.2667,9.2646,9.158
,,,,,,,,,,,TCGA-75-7031-01,8.6649,7.7633,9.8628,11.0933,10.9501,9.0853,6.0453,7.4908
,,,,,,,,,,,TCGA-80-5607-01,9.2103,8.4131,10.1053,10.8127,8.8617,8.9227,6.705,7.543
,,,,,,,,,,,TCGA-80-5608-01,10.1864,7.8966,9.1607,11.3087,9.772,9.5082,6.4648,7.8403
