,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
GTEX-13NZ9-2626-SM-5L3FK,8.4019,8.8453,9.2515,11.1026,8.4654,9.0587,7.2482,7.4791,,,,,,,,,,,
GTEX-ZDTT-0426-SM-4WKFL,8.5115,8.4213,7.9132,11.3562,7.5676,8.8595,5.8709,7.3926,,,,,,,,,,,
GTEX-12WSL-2026-SM-5GCML,7.6571,8.8415,8.4418,10.8834,7.8464,8.858,5.2478,5.751,,,,,,,,,,,
GTEX-XQ8I-0926-SM-4BOOF,7.8123,8.1931,7.7619,11.5408,7.9947,8.6933,5.3067,6.0738,,,,,,,,,,,
GTEX-ZYFD-0626-SM-5E44E,7.4929,8.3882,9.7479,11.62,8.7461,9.3149,6.8822,6.3414,,,,,,,,,,,
GTEX-11DZ1-2426-SM-5GZZX,7.2259,8.6168,9.306,11.872,7.9858,9.5545,4.5426,3.7433,,,,,,,,,,,
GTEX-YEC3-1326-SM-5PNXV,8.9728,8.9436,8.235,11.783,7.3245,9.1505,6.1286,6.8573,,,,,,,,,,,
GTEX-X3Y1-2026-SM-3P5YM,8.4538,8.1179,8.6939,11.1944,7.7867,9.3241,5.9633,6.9638,,,,,,,,,,,
GTEX-ZYW4-0626-SM-59HJR,7.4546,8.7927,8.1864,10.646,8.4166,9.0133,5.5796,5.5439,,,,,,,,,,,
GTEX-12C56-1526-SM-5FQUQ,8.3805,9.099,8.5752,10.9455,7.6814,9.3187,6.6045,7.3918,,,,,,,,,,,
GTEX-12WSC-2826-SM-5BC5Y,8.5525,9.4096,8.8328,10.7796,8.3217,9.015,7.0501,8.2366,,,,,,,,,,,
GTEX-ZTTD-2826-SM-4YCFA,8.1901,8.8337,8.4316,11.1624,8.5329,9.3213,6.0094,8.043,,,,,,,,,,,
GTEX-11DXZ-2026-SM-5987S,8.8097,10.2094,8.0637,11.2088,7.8314,8.9157,6.1074,7.4093,,,,,,,,,,,
GTEX-13X6I-1826-SM-5SIAO,8.1469,9.383,7.9308,11.2291,8.686,9.0467,5.0908,6.6473,,,,,,,,,,,
GTEX-ZVP2-0326-SM-57WBP,8.6461,8.3717,8.0852,11.6253,7.7103,9.4802,5.3165,6.0185,,,,,,,,,,,
GTEX-11ZUS-2626-SM-5FQUR,8.6401,9.1987,8.4525,11.1778,8.1563,9.1842,6.9115,8.1572,,,,,,,,,,,
GTEX-ZT9X-1526-SM-5DUXD,8.731,9.1312,8.3003,11.2897,7.3856,8.9449,6.7899,7.7618,,,,,,,,,,,
GTEX-111YS-1526-SM-5GZYW,7.9278,9.1625,8.5052,11.1434,7.7999,9.1202,5.5872,7.4397,,,,,,,,,,,
GTEX-139TS-2126-SM-5K7XC,8.092,8.6752,7.3835,10.7198,8.4031,8.7074,5.5032,6.7007,,,,,,,,,,,
GTEX-ZTSS-1426-SM-5985P,8.1475,8.0644,8.7199,12.0641,7.9037,9.6943,5.1016,5.4016,,,,,,,,,,,
GTEX-12584-0726-SM-5FQTK,8.2859,8.1867,8.2372,11.0576,8.3528,8.5425,5.8404,6.366,,,,,,,,,,,
GTEX-Z93S-1626-SM-5CVMB,8.3586,9.172,8.7175,11.0953,8.2631,9.1508,5.8016,6.7133,,,,,,,,,,,
GTEX-145MH-2826-SM-5RQJF,8.7542,9.3294,8.009,11.028,7.6573,8.9574,6.3276,7.8431,,,,,,,,,,,
GTEX-WH7G-2026-SM-3NMBL,8.4182,8.5836,8.9618,11.7058,7.4187,9.3768,5.4751,5.8093,,,,,,,,,,,
GTEX-WYJK-0526-SM-3NM8Z,8.9838,9.6049,9.6349,11.4047,8.2093,9.3842,7.5744,7.0113,,,,,,,,,,,
GTEX-11P7K-1126-SM-5HL4L,8.375,9.388,7.9841,10.7707,6.4661,8.7921,4.859,7.698,,,,,,,,,,,
GTEX-ZWKS-0626-SM-5GIDV,9.0924,9.7294,8.7585,11.5035,8.0782,9.4348,5.183,7.1936,,,,,,,,,,,
GTEX-XXEK-1626-SM-4BRUZ,7.7809,7.6037,8.4033,11.3753,8.1437,9.2837,5.2374,6.3489,,,,,,,,,,,
GTEX-ZT9W-1126-SM-57WDR,8.0704,8.4056,9.269,11.1144,7.6767,9.4461,4.796,5.0109,,,,,,,,,,,
GTEX-11EQ9-1626-SM-5PNY8,8.1541,8.5507,8.1697,11.2929,7.3729,9.4672,5.137,6.3541,,,,,,,,,,,
GTEX-XBED-1926-SM-47JYP,7.3972,7.6852,8.0169,10.912,7.1476,9.0325,5.5304,6.7106,,,,,,,,,,,
GTEX-13FLV-0126-SM-5K7WT,8.4185,8.5359,7.8298,10.8221,8.2776,9.0611,6.1863,8.1714,,,,,,,,,,,
GTEX-139YR-1026-SM-5LZYN,7.6217,8.5311,7.9793,11.2172,7.2151,9.0362,5.5939,5.5939,,,,,,,,,,,
GTEX-XBEC-0726-SM-4QARZ,8.328,8.7703,8.0139,11.118,8.6371,8.6731,5.6119,7.4729,,,,,,,,,,,
GTEX-139UW-0326-SM-5J1ML,7.7707,7.0381,7.545,10.7473,7.9253,9.2447,5.9754,7.6809,,,,,,,,,,,
GTEX-13FTW-0326-SM-5K7UW,8.0498,8.1108,7.9992,11.4393,7.4084,9.0733,5.187,7.1912,,,,,,,,,,,
GTEX-1497J-0226-SM-5QGPU,7.6958,7.9888,8.4774,10.8896,7.5591,9.3038,4.8882,5.0931,,,,,,,,,,,
GTEX-139TU-0726-SM-5L3EK,8.3941,8.5282,7.8956,11.0643,7.6879,8.8506,6.0892,6.9204,,,,,,,,,,,
GTEX-XQ3S-1426-SM-4BOPR,8.8494,9.1834,8.2918,11.5088,8.0744,8.9553,6.8759,7.8583,,,,,,,,,,,
GTEX-12WSN-1426-SM-5GCO6,7.5181,8.0058,9.696,11.3739,7.8616,9.5148,6.0001,5.3651,,,,,,,,,,,
GTEX-1192X-2726-SM-5N9DN,8.3665,8.4698,8.1344,11.2494,7.9799,9.0812,3.9254,5.9758,,,,,,,,,,,
GTEX-139TT-2126-SM-5LZWC,8.5322,8.3909,7.6044,11.1381,7.7988,8.7527,6.2487,7.2815,,,,,,,,,,,
GTEX-145MN-1526-SM-5SI9T,8.2814,8.178,8.514,11.1577,7.5569,8.9694,5.6544,6.7459,,,,,,,,,,,
GTEX-11LCK-2226-SM-5HL4Q,8.0351,8.9251,8.2219,10.9659,7.334,9.058,4.9545,7.1141,,,,,,,,,,,
GTEX-14753-0726-SM-5QGQO,7.8566,7.9946,7.9219,11.2299,8.3211,9.3171,5.6236,6.0313,,,,,,,,,,,
GTEX-ZE9C-2526-SM-5IJDR,8.5465,9.4033,7.8088,10.8483,8.3839,8.8945,6.7902,8.338,,,,,,,,,,,
GTEX-145MO-2826-SM-5LU96,7.6069,8.0561,8.973,10.8303,7.8842,8.8998,5.4404,5.9091,,,,,,,,,,,
GTEX-XK95-0226-SM-4AT58,7.5691,8.6485,8.6699,11.1055,8.5929,8.5307,5.475,6.2472,,,,,,,,,,,
GTEX-139T8-0626-SM-5KLZX,7.5352,8.6271,7.9869,11.1035,8.7214,8.8732,5.695,6.6997,,,,,,,,,,,
GTEX-11TUW-0626-SM-5LU9M,7.9924,7.8874,8.2453,11.0341,8.2204,8.6737,5.3803,6.3911,,,,,,,,,,,
GTEX-XPVG-2126-SM-4B667,8.7269,8.9502,8.3973,11.6449,8.2984,9.0616,5.131,6.2779,,,,,,,,,,,
GTEX-13FHO-0426-SM-5L3F5,7.8774,9.0877,7.6742,10.7384,8.3508,8.8756,6.0453,8.2909,,,,,,,,,,,
GTEX-14A5H-0826-SM-5QGPJ,7.3675,7.239,8.3354,11.4928,8.2251,8.7353,4.5163,5.7166,,,,,,,,,,,
GTEX-11TT1-1826-SM-5EQLV,7.6613,7.4756,8.9073,11.3997,7.9647,9.2415,4.6702,6.4952,,,,,,,,,,,
GTEX-1399Q-2326-SM-5KM2X,8.9768,9.3395,8.3632,11.5552,8.3521,9.411,7.0264,7.7617,,,,,,,,,,,
GTEX-WHWD-1826-SM-3LK6I,7.7969,8.8196,7.2913,10.9206,7.3334,8.7761,4.3062,7.1348,,,,,,,,,,,
GTEX-Y3I4-1726-SM-4TT89,7.9033,8.2241,7.9033,11.4102,7.84,9.2934,5.4825,6.8443,,,,,,,,,,,
GTEX-11WQC-1826-SM-5GU59,8.2874,8.6004,7.8517,11.0201,7.6029,8.8575,6.3142,7.5224,,,,,,,,,,,
GTEX-12696-0126-SM-5EQ4L,7.9423,9.2798,8.1402,10.8201,8.66,8.8387,6.2414,7.2318,,,,,,,,,,,
GTEX-13OW5-2326-SM-5L3HO,8.0018,7.7589,7.7962,11.0296,7.6381,8.7976,4.4775,6.9914,,,,,,,,,,,
GTEX-ZA64-1026-SM-5HL8R,7.4923,8.0173,8.0703,10.9725,6.7255,8.9964,5.1894,6.4874,,,,,,,,,,,
GTEX-13NYS-0626-SM-5L3F1,7.6102,8.6601,7.8386,11.1675,8.6419,8.9774,5.2682,6.2745,,,,,,,,,,,
GTEX-ZXG5-2126-SM-59HKD,7.7025,7.8755,7.1324,10.8967,8.0276,8.8721,4.4956,6.9315,,,,,,,,,,,
GTEX-131XF-2626-SM-5EQ6K,7.8646,8.5152,7.6511,10.8615,7.644,9.0445,5.4511,5.9909,,,,,,,,,,,
GTEX-X585-2426-SM-46MW2,9.0589,10.333,7.5339,11.5904,7.1766,8.8935,6.1804,7.327,,,,,,,,,,,
GTEX-131XH-0126-SM-5LZUY,8.5675,8.8721,7.7174,11.2898,7.4785,9.2017,4.9416,7.6017,,,,,,,,,,,
GTEX-YF7O-1526-SM-5IFI6,8.399,8.3578,9.1292,10.882,6.941,9.1625,6.0007,5.1968,,,,,,,,,,,
GTEX-13SLW-0626-SM-5Q5ER,7.6809,7.7481,7.4694,10.9705,8.5549,8.9774,4.7852,6.7265,,,,,,,,,,,
GTEX-117YX-1926-SM-5GIEC,7.4613,8.404,8.0589,11.2493,7.4058,9.4329,4.2758,3.6211,,,,,,,,,,,
GTEX-YFCO-1226-SM-5LUAT,8.3428,10.012,7.8431,11.3496,6.6704,9.2875,4.9681,5.4494,,,,,,,,,,,
GTEX-ZYT6-2326-SM-5GZY3,9.078,9.7197,7.9105,10.986,7.8825,9.0016,6.9079,8.6942,,,,,,,,,,,
GTEX-WHSE-0126-SM-3NMBT,7.2484,7.6158,9.8788,12.0682,9.0108,9.4262,5.6926,6.4245,,,,,,,,,,,
GTEX-XBEW-1126-SM-4QARW,8.4639,9.3772,7.8711,11.471,7.5342,8.7598,4.3429,5.7128,,,,,,,,,,,
GTEX-13PDP-0726-SM-5L3HP,8.3234,8.7939,7.5616,11.0829,8.6464,9.424,5.8456,7.4358,,,,,,,,,,,
GTEX-WHSB-1326-SM-3LK6W,8.306,8.6834,6.8519,11.0238,7.4185,9.135,5.4671,7.1654,,,,,,,,,,,
GTEX-111VG-1626-SM-5EGIO,9.9151,9.955,8.1039,11.3731,7.5945,8.8499,7.5082,8.7844,,,,,,,,,,,
GTEX-Y111-0626-SM-4SOIT,8.4793,9.4773,7.6446,11.2417,8.0738,8.8996,6.1289,7.6891,,,,,,,,,,,
GTEX-ZVZP-1226-SM-5GID7,8.427,8.5035,7.3971,11.5061,7.8401,9.3016,4.9303,6.2492,,,,,,,,,,,
GTEX-13OVH-0526-SM-5L3E6,7.3768,7.7046,8.013,11.0495,8.5106,9.1091,4.0944,5.997,,,,,,,,,,,
GTEX-144GO-2026-SM-5O99P,8.3486,8.5254,8.4254,11.265,8.0264,9.0637,5.8726,7.9925,,,,,,,,,,,
GTEX-XAJ8-1426-SM-47JYM,8.8708,8.9052,7.9853,11.5811,7.7794,9.1797,5.9373,7.3263,,,,,,,,,,,
GTEX-11WQK-1026-SM-5EQLX,7.1791,7.901,9.7112,12.5407,8.8877,9.9189,5.2086,7.1229,,,,,,,,,,,
GTEX-Y9LG-1126-SM-4VBQ7,8.6624,7.641,7.4044,11.4596,8.1619,9.3407,5.7967,7.1331,,,,,,,,,,,
GTEX-111CU-1126-SM-5EGIM,8.9254,8.7931,7.1843,11.3774,7.1982,9.1252,4.7509,6.6582,,,,,,,,,,,
GTEX-14C39-1726-SM-5RQIL,7.6228,6.8045,7.3055,10.6164,8.2584,9.1315,4.8799,7.398,,,,,,,,,,,
GTEX-ZY6K-1426-SM-5GZX2,8.5365,8.5697,9.2842,12.309,7.5194,9.7786,5.801,6.2466,,,,,,,,,,,
GTEX-ZLFU-1826-SM-4WWBV,8.0657,8.2725,8.4361,11.6252,6.7469,9.3725,4.4356,3.8836,,,,,,,,,,,
GTEX-ZTX8-1326-SM-4YCEL,8.6181,9.5803,7.5218,11.381,6.7175,9.3036,5.104,5.3098,,,,,,,,,,,
GTEX-WFG7-2026-SM-5SI7P,8.7558,9.4088,7.7101,11.2507,6.46,8.8356,4.6782,6.5263,,,,,,,,,,,
GTEX-148VJ-0626-SM-5LUAW,7.1137,8.0992,7.5447,10.3194,8.0353,9.0319,4.7004,7.6382,,,,,,,,,,,
GTEX-13IVO-0726-SM-5LZYV,7.3756,8.1465,6.0791,11.2342,7.8233,8.784,5.0381,5.8807,,,,,,,,,,,
GTEX-11ZU8-0126-SM-5EQ58,8.003,8.7492,7.1709,10.7352,8.2685,9.075,5.5545,6.3411,,,,,,,,,,,
GTEX-12BJ1-0926-SM-5EQ62,7.8412,7.9158,7.8316,11.1145,7.2178,9.1045,3.1061,6.8474,,,,,,,,,,,
GTEX-WYVS-1626-SM-3NM9R,8.3908,9.491,8.2569,11.109,8.6487,8.7306,5.9187,7.8199,,,,,,,,,,,
GTEX-X4EO-2926-SM-4E3JH,8.5203,8.1755,7.9123,10.7706,8.7518,9.1557,5.8958,7.0922,,,,,,,,,,,
GTEX-WRHU-2826-SM-3MJG8,8.6146,8.6815,8.7632,11.3489,7.9307,9.0935,6.9874,8.1487,,,,,,,,,,,
GTEX-131YS-2826-SM-5EQ47,7.8346,8.8199,9.1388,11.5167,8.4606,9.5182,6.1597,6.8486,,,,,,,,,,,
GTEX-YJ8O-2526-SM-5HL85,8.4888,8.8767,8.4521,11.1388,7.9726,8.7996,6.737,7.7215,,,,,,,,,,,
GTEX-ZAK1-0626-SM-5HL8E,8.5619,9.3174,7.8485,11.2062,7.8522,8.9984,6.3517,7.5497,,,,,,,,,,,
GTEX-WYBS-0626-SM-3NMAS,8.218,7.8315,9.0345,10.5759,8.7877,8.5067,6.3349,7.8426,,,,,,,,,,,
GTEX-13X6K-0626-SM-5LU5D,8.2625,8.7235,8.2933,10.721,8.382,9.1115,6.5636,7.1823,,,,,,,,,,,
GTEX-ZC5H-1526-SM-5HL9Y,8.1315,9.1222,7.5884,10.7922,8.2175,8.8201,6.6711,7.7789,,,,,,,,,,,
GTEX-ZLWG-0826-SM-59888,7.4866,8.6107,8.3475,10.9433,7.2489,9.2005,4.9887,5.6496,,,,,,,,,,,
GTEX-12WSB-2926-SM-59HKL,8.8659,8.7643,8.5236,11.1513,8.87,9.5694,7.0238,7.9406,,,,,,,,,,,
GTEX-131XW-0626-SM-5PNVD,8.0997,7.4078,8.0741,10.7983,8.3447,8.8956,5.0512,7.1383,,,,,,,,,,,
GTEX-13U4I-2226-SM-5LU5H,7.8481,8.4793,8.6527,11.102,7.9968,8.7616,5.7921,7.1214,,,,,,,,,,,
GTEX-WXYG-2026-SM-4E3IY,8.1697,9.2588,8.0901,11.2791,7.0341,9.2497,5.8581,6.2548,,,,,,,,,,,
GTEX-YB5K-2026-SM-4VDT3,7.5883,8.1423,7.9585,11.2218,7.8303,9.0717,3.3963,4.9285,,,,,,,,,,,
GTEX-11DXX-2126-SM-5PNYR,8.6972,9.3603,8.4889,11.9199,7.5063,9.4389,5.7403,6.8985,,,,,,,,,,,
GTEX-ZP4G-1426-SM-4WWCL,8.6466,9.7981,8.4587,11.7167,7.9092,9.7285,5.945,7.458,,,,,,,,,,,
GTEX-145ME-1726-SM-5Q5EU,7.6408,7.4503,7.9409,11.1154,7.5518,9.1646,4.3449,5.9831,,,,,,,,,,,
GTEX-XOT4-0626-SM-4B66L,8.5482,8.6322,7.4524,11.028,8.6575,8.4952,5.6384,7.547,,,,,,,,,,,
GTEX-Y3IK-1626-SM-4YCF5,7.6021,8.767,7.9341,10.6618,7.7026,8.9812,4.5451,6.966,,,,,,,,,,,
GTEX-XUW1-0926-SM-4BONX,7.7626,8.4555,7.8868,11.3188,7.7008,9.1154,4.9206,5.1073,,,,,,,,,,,
GTEX-Y5V5-0126-SM-5S2NW,7.0558,8.1185,7.6602,10.6688,8.8005,8.9538,5.2547,7.3217,,,,,,,,,,,
GTEX-11ILO-0626-SM-5A5LO,8.7571,9.2049,7.9446,11.1746,8.6151,8.5538,6.7274,7.8977,,,,,,,,,,,
GTEX-139D8-1126-SM-5LU8W,7.2908,7.3271,7.7127,11.0016,8.9423,9.1225,4.9191,7.1893,,,,,,,,,,,
GTEX-147F3-1726-SM-5SIAW,7.1168,8.6994,7.9372,10.8234,7.6991,8.9187,5.5116,6.9584,,,,,,,,,,,
GTEX-11EM3-1226-SM-5N9DD,7.527,8.508,8.4195,11.0019,7.3555,9.4865,5.4275,5.3842,,,,,,,,,,,
GTEX-14BMU-1226-SM-5S2OR,7.0695,8.3566,8.5771,10.9088,7.4679,9.2572,4.5268,5.0908,,,,,,,,,,,
GTEX-11VI4-1126-SM-5EQMD,7.6437,8.3333,8.4247,11.3923,7.5367,9.195,5.6745,7.0239,,,,,,,,,,,
GTEX-W5X1-2526-SM-3GILC,7.9971,9.995,8.2379,10.8438,7.8574,9.0803,7.6338,7.7883,,,,,,,,,,,
GTEX-12WSD-0626-SM-5GCMW,8.4334,9.017,8.2914,10.8984,7.672,8.9848,7.0931,7.8227,,,,,,,,,,,
GTEX-ZYFG-1526-SM-5GZYM,7.1434,8.0386,8.1447,11.1217,8.0444,9.1769,3.2889,5.7453,,,,,,,,,,,
GTEX-13FTX-1526-SM-5K7VJ,8.6145,8.6633,8.1952,11.6566,7.1275,9.3361,5.5904,6.7208,,,,,,,,,,,
GTEX-13VXT-1926-SM-5K7UO,7.4377,8.1216,7.9179,11.2381,7.2981,9.0374,5.3262,5.71,,,,,,,,,,,
GTEX-13O3O-2326-SM-5IJD6,8.1989,7.6164,8.8906,11.4239,8.5805,8.9814,6.0195,7.5985,,,,,,,,,,,
GTEX-11P81-2226-SM-5PNYI,8.1446,9.1779,6.9975,10.9079,7.9757,8.7741,5.6657,7.6184,,,,,,,,,,,
GTEX-145MI-0626-SM-5SI8S,7.2541,7.1356,7.4456,10.8512,9.4276,9.0137,5.6539,6.9088,,,,,,,,,,,
GTEX-13113-1626-SM-5EQ4I,7.3331,7.1975,8.7439,11.2243,7.2386,9.2196,4.5784,5.5103,,,,,,,,,,,
GTEX-Y8LW-1526-SM-5IFHL,7.5324,8.1319,8.5642,10.8158,7.6646,8.7665,4.7098,6.2823,,,,,,,,,,,
GTEX-13OVI-2726-SM-5KM56,6.8321,7.9408,9.0982,11.3005,7.6084,9.1853,2.7829,1.122,,,,,,,,,,,
GTEX-ZYWO-2226-SM-5GZXR,8.4814,8.6674,8.7939,11.8189,7.7937,9.4133,4.6402,5.3538,,,,,,,,,,,
GTEX-13JUV-2026-SM-5K7UA,7.3935,8.8986,8.2977,10.7341,8.6131,8.7921,4.4334,6.6023,,,,,,,,,,,
GTEX-13FH7-1126-SM-5K7UG,7.05,7.547,8.051,11.253,7.4291,9.0852,4.5553,5.1916,,,,,,,,,,,
GTEX-X4EP-0626-SM-3P621,7.1968,8.9308,7.798,11.279,8.7439,8.8732,3.9973,6.4729,,,,,,,,,,,
GTEX-13D11-0926-SM-5J2NC,7.6904,8.3741,7.8832,10.8187,7.8715,8.9756,5.0399,6.3032,,,,,,,,,,,
GTEX-14BIN-1126-SM-5RQJZ,8.5314,8.7803,7.7835,11.1131,8.0664,8.6047,6.1726,7.5639,,,,,,,,,,,
GTEX-133LE-2326-SM-5K7W3,8.3948,9.3106,7.9715,11.2896,8.0185,9.1011,4.9729,6.0756,,,,,,,,,,,
GTEX-1399U-1126-SM-5L3DB,7.7609,9.0209,7.2573,10.9058,7.2384,8.9271,5.0112,6.0824,,,,,,,,,,,
GTEX-XV7Q-1826-SM-4BRUV,8.0172,9.6169,8.4617,11.4021,8.6621,9.2496,5.927,7.2931,,,,,,,,,,,
GTEX-132AR-0326-SM-5KM2C,7.7046,8.0836,8.8101,11.6183,8.4439,9.2927,5.6982,6.6472,,,,,,,,,,,
GTEX-1211K-1526-SM-5FQU4,7.6488,8.6781,8.6116,10.5932,7.2765,9.0399,6.0672,6.4685,,,,,,,,,,,
GTEX-XUJ4-1826-SM-4BOOU,7.8264,9.2261,8.1583,11.4131,7.0007,9.0629,3.7501,4.6955,,,,,,,,,,,
GTEX-13PVR-0426-SM-5RQK2,7.4157,7.5212,8.1338,10.768,7.6216,8.8404,5.4081,7.071,,,,,,,,,,,
GTEX-ZE7O-2726-SM-51MT5,7.6489,8.546,7.5269,10.6572,7.8111,8.9372,5.8383,6.7875,,,,,,,,,,,
GTEX-13W3W-0726-SM-5IJDQ,7.7271,8.3734,7.9578,11.5499,7.6446,9.6025,5.7924,6.3203,,,,,,,,,,,
GTEX-1313W-0626-SM-5EQ4H,8.6835,10.0408,7.8998,10.9794,7.5658,8.9517,7.0446,8.4913,,,,,,,,,,,
GTEX-14AS3-1526-SM-5Q5ED,6.9906,9.6346,8.116,11.1525,7.7034,9.3373,5.9199,7.2274,,,,,,,,,,,
GTEX-ZYVF-0926-SM-5E44J,8.6927,8.2334,8.634,11.2554,8.1195,9.3844,6.3847,8.3777,,,,,,,,,,,
GTEX-ZVT2-0126-SM-5GIDQ,7.5811,8.4038,7.5257,11.39,8.1176,9.161,4.9002,6.6312,,,,,,,,,,,
GTEX-13FTY-2126-SM-5IFFB,8.3382,9.3128,7.9826,11.0228,8.289,9.1062,6.7158,7.8761,,,,,,,,,,,
GTEX-13N11-2326-SM-5IJBF,8.0588,9.6946,8.915,10.9459,7.7967,9.3572,7.304,7.7302,,,,,,,,,,,
GTEX-WEY5-2326-SM-3GIKK,7.0531,8.059,7.7581,10.8795,6.8012,9.1785,3.9676,5.4897,,,,,,,,,,,
GTEX-11ZTT-2126-SM-5CVLO,7.847,8.1635,8.0414,11.1337,7.3948,9.1626,5.4103,6.4492,,,,,,,,,,,
GTEX-WI4N-2726-SM-3LK7Y,6.2771,7.7355,8.3782,11.5132,8.8327,8.6826,5.6565,6.3065,,,,,,,,,,,
GTEX-ZLV1-1526-SM-4WWBC,8.0363,9.6499,8.3701,11.8402,7.185,9.2741,5.4129,6.2627,,,,,,,,,,,
GTEX-12WSK-2126-SM-5CVNC,8.1953,9.1392,8.8533,11.6412,6.6419,10.233,6.2921,6.5602,,,,,,,,,,,
GTEX-ZF29-0926-SM-4WKFZ,8.0656,9.5003,7.7065,11.1424,7.5453,9.0695,5.7845,6.8349,,,,,,,,,,,
GTEX-12WS9-0326-SM-59HJV,5.5632,7.6977,8.2137,11.4225,8.5383,9.226,4.1317,5.5632,,,,,,,,,,,
GTEX-ZVE1-0726-SM-51MRN,6.9324,9.0228,8.68,11.1597,9.6233,8.763,5.3418,7.6965,,,,,,,,,,,
GTEX-X8HC-0626-SM-4E3HQ,7.0087,8.0383,7.8922,10.7141,8.4063,8.9121,4.5712,6.3791,,,,,,,,,,,
GTEX-12ZZX-2426-SM-5GCOE,8.8567,10.2301,8.0991,11.1218,7.3134,9.01,6.9269,8.1425,,,,,,,,,,,
GTEX-13OVJ-0826-SM-5J1OK,7.1398,7.674,8.1155,10.8695,8.0263,8.867,3.7433,6.6096,,,,,,,,,,,
GTEX-ZPCL-1126-SM-4WWFE,8.8408,9.6907,7.5931,11.727,7.549,9.6458,5.5361,7.4467,,,,,,,,,,,
GTEX-ZYY3-2926-SM-5GIEB,7.4687,8.4275,7.0269,10.6215,9.234,9.0384,5.6301,6.4174,,,,,,,,,,,
GTEX-12WSJ-1126-SM-5LZVJ,7.5539,8.3163,8.0876,11.6093,7.0931,9.2879,5.331,6.6715,,,,,,,,,,,
GTEX-1399S-0126-SM-5IJCF,8.4724,10.4094,8.3501,11.7496,7.7844,9.5393,5.1149,6.0246,,,,,,,,,,,
GTEX-Y114-2126-SM-4TT8B,8.6559,9.235,7.4974,11.246,6.9291,8.991,5.0112,5.2521,,,,,,,,,,,
